amount,hour_of_day,day_of_week,merchant_bucket,merchant_name,category
273.24,18,5,1,Chai Point,food
1285.24,8,2,7,Nykaa,entertainment
378.57,19,2,3,Uber,transport
54.39,3,0,0,Swiggy,food
352.07,21,5,3,RedBus,transport
3130.65,19,2,8,Practo,other
337.67,0,1,7,PVR Cinemas,entertainment
777.89,0,1,1,Chai Point,food
928.0,20,6,7,Steam,entertainment
3871.63,4,3,8,Practo,other
1503.68,14,3,6,INOX,transport
561.0,9,4,7,Crossword,entertainment
1297.78,22,3,7,PVR Cinemas,food
1232.1,17,2,7,Crossword,entertainment
435.02,23,4,1,Dunzo,food
1103.79,13,4,6,BookMyShow,entertainment
4485.7,13,3,4,Water Bill,bills
310.07,22,3,0,Tea Stall,food
194.15,11,3,1,Chai Point,food
456.35,10,4,3,Air India,transport
1473.69,12,3,6,PlayStation Store,entertainment
4860.49,5,4,4,Hotstar,bills
340.19,4,1,3,Uber,transport
68.43,13,3,3,RedBus,transport
424.88,0,2,4,Gas Bill,bills
1037.81,16,0,4,BSNL,bills
513.17,3,4,1,Zomato,food
396.75,1,6,3,Namma Metro,transport
4281.7,16,4,8,Apollo Pharmacy,other
759.7,14,6,0,Haldirams,food
507.93,3,6,0,Subway,food
3186.64,6,2,8,Apollo Pharmacy,food
385.74,15,5,3,RedBus,transport
300.96,4,0,1,Burger King,food
389.23,0,1,2,Indian Railways,transport
425.4,8,2,6,Decathlon,entertainment
388.06,16,3,7,Steam,entertainment
218.44,13,3,2,Indian Railways,transport
4724.33,14,1,9,HDFC Bank ATM,other
757.73,2,2,0,Swiggy Instamart,food
987.92,1,3,4,Hotstar,bills
163.21,18,0,0,Tea Stall,food
2069.81,21,5,8,SBI ATM,other
3739.22,11,0,9,D-Mart,other
4618.08,22,3,5,Society Maintenance,bills
1286.28,19,5,6,Decathlon,entertainment
1573.26,9,0,6,Ajio,entertainment
593.82,23,1,0,Blinkit,food
1147.3,16,4,8,Practo,other
3250.93,0,0,4,Hotstar,bills
4177.92,9,5,9,1mg,other
1490.77,11,2,7,PVR Cinemas,entertainment
3807.14,3,3,8,Amazon,other
2374.56,7,6,4,Jio,bills
4693.94,21,4,8,More Supermarket,other
1494.22,22,4,8,Practo,other
374.01,3,2,2,IndiGo,transport
3914.89,14,0,9,Reliance Fresh,other
59.33,1,3,2,Indian Railways,transport
57.47,21,4,3,RedBus,transport
1579.77,8,4,6,Decathlon,entertainment
1409.13,15,5,7,Nykaa,entertainment
1060.99,15,5,6,INOX,entertainment
1740.22,3,5,6,Decathlon,entertainment
378.32,17,2,2,Ola,transport
132.75,11,4,0,Blinkit,food
1982.41,11,2,5,Airtel,transport
884.92,18,3,4,Hotstar,bills
716.79,6,1,0,KFC,food
228.37,1,3,7,Myntra,other
959.51,10,6,7,Crossword,entertainment
352.34,4,4,7,Crossword,entertainment
383.07,23,2,7,Nykaa,entertainment
517.69,12,1,0,Tea Stall,food
1920.35,14,5,6,BookMyShow,entertainment
994.12,0,4,5,Spotify,bills
3290.43,2,1,5,Airtel,bills
359.08,18,4,8,Big Bazaar,other
450.49,3,5,2,IndiGo,transport
1447.32,6,1,8,Amazon,other
2714.36,10,3,8,Big Bazaar,other
2241.39,13,0,9,HDFC Bank ATM,food
546.02,3,4,8,Practo,other
142.67,2,1,2,Rapido,transport
1011.29,19,2,4,Netflix,bills
207.17,10,1,2,BMTC,food
813.48,3,0,6,PlayStation Store,entertainment
301.29,15,4,3,Air India,transport
1419.51,10,3,9,Flipkart,other
241.64,20,1,9,Paytm,other
556.32,7,6,1,BigBasket,food
1592.6,13,3,8,Apollo Pharmacy,other
202.59,4,2,0,Swiggy Instamart,food
1301.29,13,4,8,Big Bazaar,other
649.57,5,0,7,Crossword,entertainment
254.98,8,6,1,Dunzo,food
1211.8,16,2,7,Steam,entertainment
472.31,9,0,0,Swiggy Instamart,food
1477.64,8,3,6,INOX,entertainment
444.29,10,5,3,Namma Metro,transport
2372.5,7,5,5,Amazon Prime,bills
4803.12,10,0,5,LIC Premium,bills
312.22,0,0,2,Ola,transport
385.98,17,0,3,RedBus,transport
674.06,21,3,0,Haldirams,food
332.28,19,2,1,Pizza Hut,food
337.05,11,1,6,BookMyShow,entertainment
1393.05,22,2,6,PlayStation Store,food
165.53,22,1,2,Ola Electric,other
37.66,15,5,3,Namma Metro,transport
4922.89,20,3,9,1mg,other
425.24,5,4,1,BigBasket,food
342.64,19,4,3,Air India,transport
81.17,18,6,3,Uber,transport
112.09,21,0,2,BMTC,transport
2844.57,14,0,8,Zepto,other
1722.33,10,3,6,BookMyShow,entertainment
986.51,11,4,6,Decathlon,entertainment
85.22,13,4,1,Dominos,food
469.76,2,4,6,Ajio,entertainment
783.57,13,0,1,Dominos,food
169.19,20,5,3,Namma Metro,transport
68.02,20,2,0,Subway,entertainment
1343.36,10,6,5,LIC Premium,bills
645.58,2,6,0,Swiggy Instamart,food
568.79,14,4,8,Big Bazaar,other
75.01,10,6,0,Haldirams,food
739.34,14,0,0,Swiggy,food
514.86,21,0,4,ICICI EMI,bills
569.57,13,1,8,SBI ATM,entertainment
151.97,12,3,9,Google Pay,other
292.43,20,5,7,Crossword,entertainment
490.86,3,0,1,Burger King,food
494.66,6,4,1,Zomato,food
190.59,15,5,2,BMTC,transport
774.6,1,0,9,1mg,other
266.3,20,6,2,Indian Railways,transport
2797.03,4,1,4,YouTube Premium,bills
653.02,0,4,7,Myntra,entertainment
380.86,16,6,8,Apollo Pharmacy,other
1784.7,6,5,8,SBI ATM,other
110.89,15,5,3,Namma Metro,transport
1718.82,18,2,7,Myntra,entertainment
895.17,14,6,9,HDFC Bank ATM,other
52.77,7,5,0,Haldirams,food
134.73,23,6,3,Auto Rickshaw,transport
1184.72,5,6,4,ICICI EMI,bills
318.41,17,0,1,Zomato,food
323.04,11,0,3,Auto Rickshaw,transport
180.61,8,5,0,KFC,food
138.06,6,0,2,IndiGo,transport
30.08,21,1,3,Uber,transport
742.93,6,2,7,PVR Cinemas,entertainment
1355.73,16,6,7,Myntra,entertainment
3583.62,3,1,8,More Supermarket,other
275.63,22,2,3,Auto Rickshaw,transport
1373.08,1,6,4,Netflix,bills
2723.79,4,2,9,Reliance Fresh,other
428.72,18,3,2,Rapido,bills
399.68,19,0,3,RedBus,transport
380.55,11,3,2,Ola Electric,transport
3591.19,16,5,9,HDFC Bank ATM,other
1000.14,18,3,7,Nykaa,entertainment
1175.68,6,3,9,1mg,other
224.01,12,4,2,BMTC,transport
142.17,2,1,3,Namma Metro,transport
313.68,18,0,0,Swiggy Instamart,food
909.59,14,3,7,Myntra,entertainment
702.34,12,0,7,Nykaa,entertainment
329.77,11,0,2,BMTC,transport
2823.48,2,6,4,Gas Bill,bills
768.34,11,0,5,Airtel,bills
3408.03,8,2,9,1mg,other
4990.38,22,5,5,Society Maintenance,bills
3873.37,9,6,8,Amazon,other
4739.86,18,6,4,ICICI EMI,bills
791.96,4,6,0,Swiggy Instamart,food
1001.43,16,4,7,Steam,entertainment
4090.55,10,6,9,D-Mart,other
371.59,22,3,1,Dominos,food
34.45,4,4,2,IndiGo,transport
259.9,21,6,2,Ola,transport
2242.88,12,6,4,ICICI EMI,bills
213.88,1,1,9,Google Pay,other
292.73,19,4,3,Namma Metro,transport
1100.6,12,0,8,SBI ATM,other
632.33,18,3,9,Paytm,other
2853.51,1,6,4,Netflix,food
1075.09,12,2,8,Apollo Pharmacy,other
271.71,14,0,2,Ola Electric,transport
1767.83,13,3,4,BSNL,bills
277.5,15,5,2,Rapido,transport
699.27,4,6,0,Haldirams,food
247.89,19,4,2,Ola Electric,transport
3640.22,14,2,4,Gas Bill,bills
50.71,12,4,3,RedBus,transport
442.03,14,3,3,Air India,transport
3266.87,14,2,8,Practo,food
4087.74,5,3,5,Spotify,bills
371.96,14,3,3,Air India,transport
208.9,1,1,3,Uber,transport
278.11,21,0,2,Ola Electric,transport
496.35,17,0,2,Indian Railways,transport
3879.15,10,3,4,Gas Bill,food
1061.52,14,0,7,Steam,entertainment
612.3,12,2,0,Tea Stall,food
171.77,8,0,6,Ajio,entertainment
252.68,2,0,3,RedBus,transport
4755.09,4,3,9,D-Mart,other
4224.62,19,0,4,BSNL,bills
375.89,5,0,2,IndiGo,transport
380.49,5,1,0,McDonald's,food
212.12,22,0,0,Swiggy Instamart,food
3334.2,3,3,9,D-Mart,other
221.4,12,6,5,Society Maintenance,bills
456.2,6,0,3,Namma Metro,transport
302.84,6,5,0,Swiggy,food
122.45,21,1,0,Haldirams,food
411.5,10,4,3,Uber,other
209.63,13,0,2,IndiGo,transport
175.22,0,3,3,Namma Metro,transport
1255.68,21,6,5,LIC Premium,transport
409.95,6,3,5,HDFC EMI,bills
4918.88,3,5,5,LIC Premium,bills
4267.28,5,2,8,More Supermarket,other
572.24,21,6,0,Tea Stall,food
385.62,22,2,2,Ola Electric,transport
1833.0,14,3,7,Crossword,food
2566.76,22,0,9,1mg,other
133.47,13,6,2,BMTC,food
86.03,15,2,2,Ola,transport
328.18,7,5,3,Auto Rickshaw,transport
3722.35,10,1,9,Paytm,other
3850.13,16,6,4,Hotstar,bills
1526.05,7,6,6,PlayStation Store,entertainment
2788.24,21,1,5,Electricity Bill,bills
270.31,5,3,2,Indian Railways,transport
765.25,1,5,1,Zomato,entertainment
64.04,18,4,2,Rapido,transport
224.6,14,2,3,Uber,transport
223.53,19,1,3,Auto Rickshaw,transport
4845.05,6,2,5,LIC Premium,bills
817.66,15,3,6,Ajio,bills
1544.62,15,0,6,Ajio,entertainment
1541.83,9,4,7,PVR Cinemas,entertainment
960.93,12,3,9,D-Mart,other
2897.84,15,0,4,ICICI EMI,bills
1138.63,6,0,5,LIC Premium,bills
594.01,15,3,1,Chai Point,food
829.67,9,5,7,Myntra,entertainment
709.94,18,1,8,More Supermarket,food
390.21,23,2,2,BMTC,transport
3473.6,22,0,8,Zepto,other
560.47,1,6,7,Steam,entertainment
334.66,21,5,4,Netflix,bills
473.25,4,2,3,RedBus,transport
423.93,0,0,2,Ola Electric,transport
338.26,22,4,0,Haldirams,food
707.0,5,6,1,Dominos,food
1051.23,17,5,6,PlayStation Store,entertainment
1529.68,23,6,6,Ajio,entertainment
632.52,11,6,1,BigBasket,food
466.41,12,5,3,Auto Rickshaw,transport
2559.76,3,0,5,Spotify,transport
1492.78,5,1,6,PlayStation Store,entertainment
1149.7,5,4,4,BSNL,bills
209.43,6,0,1,Pizza Hut,food
144.49,13,3,3,Auto Rickshaw,transport
914.02,9,0,8,Zepto,other
750.09,18,1,7,PVR Cinemas,entertainment
118.06,8,6,7,PVR Cinemas,entertainment
790.71,3,1,0,Subway,food
3054.63,8,3,8,SBI ATM,other
915.96,11,5,7,Crossword,entertainment
1349.31,11,5,5,Spotify,bills
1953.08,10,6,6,BookMyShow,entertainment
676.57,4,0,1,Chai Point,entertainment
1469.39,22,6,8,PhonePe,other
349.37,15,4,3,Air India,transport
1973.74,10,0,6,BookMyShow,entertainment
3731.64,21,3,4,Hotstar,bills
374.82,2,2,2,Indian Railways,transport
1975.06,22,0,7,Nykaa,entertainment
1452.69,16,4,7,Steam,entertainment
526.74,21,4,8,Big Bazaar,entertainment
1914.6,15,5,7,Nykaa,entertainment
935.12,21,5,9,1mg,other
71.92,10,3,1,Chai Point,food
3396.14,21,0,4,Water Bill,bills
368.2,2,6,2,Ola Electric,transport
2964.24,19,0,4,YouTube Premium,bills
3765.99,23,3,5,Amazon Prime,bills
4061.39,7,2,8,SBI ATM,other
116.85,23,4,1,Zomato,food
294.96,4,6,3,Uber,transport
3736.94,9,0,5,Society Maintenance,bills
2001.91,13,2,9,Reliance Fresh,other
4023.31,16,5,4,YouTube Premium,bills
2037.03,17,6,9,Flipkart,other
1690.71,15,5,6,PlayStation Store,entertainment
377.15,21,6,6,PlayStation Store,entertainment
426.78,22,0,0,KFC,food
2954.64,20,6,5,Amazon Prime,bills
48.23,10,1,2,Indian Railways,transport
356.2,1,6,3,Auto Rickshaw,transport
163.57,21,6,2,Indian Railways,transport
208.3,13,5,2,IndiGo,transport
843.02,16,5,6,Ajio,entertainment
1135.64,17,3,4,YouTube Premium,bills
643.46,1,6,0,Subway,food
2969.93,14,5,4,BSNL,bills
498.56,23,1,6,INOX,entertainment
481.76,21,6,1,Pizza Hut,food
346.13,5,0,2,Indian Railways,transport
184.72,1,0,1,Dunzo,food
2225.73,4,5,9,Google Pay,other
557.63,15,2,7,PVR Cinemas,entertainment
3751.48,22,6,8,Zepto,other
663.65,12,2,1,Pizza Hut,food
321.59,3,3,7,PVR Cinemas,entertainment
2907.61,18,3,9,Google Pay,other
4012.64,5,3,5,Airtel,bills
666.89,4,0,6,Ajio,entertainment
2144.99,22,0,4,BSNL,other
1588.6,16,3,6,Decathlon,entertainment
454.24,20,0,1,BigBasket,food
106.72,19,5,3,Uber,transport
79.06,4,4,3,Namma Metro,entertainment
290.0,1,0,3,Uber,transport
774.71,5,3,1,Burger King,food
759.66,16,6,0,Swiggy,food
870.44,15,5,5,LIC Premium,bills
3109.23,16,1,5,HDFC EMI,bills
227.83,6,1,0,Swiggy,food
4795.59,19,4,5,Electricity Bill,bills
81.68,19,3,2,BMTC,transport
336.34,5,3,0,KFC,food
1886.38,4,4,6,Ajio,bills
354.47,6,5,2,Ola Electric,bills
4138.26,19,1,4,Netflix,bills
1985.65,13,3,7,Myntra,entertainment
108.14,3,4,1,Dominos,food
99.47,20,0,0,Blinkit,food
1510.89,7,2,4,Hotstar,bills
763.84,3,1,0,Blinkit,transport
2985.25,15,0,8,Practo,other
4340.45,17,2,9,Google Pay,other
1658.18,12,1,8,Apollo Pharmacy,food
4846.37,17,4,4,Netflix,bills
2436.62,4,2,8,SBI ATM,other
166.62,4,1,1,Chai Point,food
200.44,23,5,6,PlayStation Store,entertainment
3455.11,13,5,5,Electricity Bill,bills
1617.09,16,2,7,Myntra,entertainment
4719.99,7,2,4,Gas Bill,bills
627.93,2,5,0,Blinkit,food
173.83,1,0,1,Zomato,transport
4079.87,0,3,5,LIC Premium,bills
2450.31,16,5,8,Apollo Pharmacy,other
168.11,6,6,8,SBI ATM,other
450.74,11,1,1,Chai Point,food
3076.13,5,5,8,Amazon,other
468.1,4,4,8,Apollo Pharmacy,other
2577.93,5,2,4,ICICI EMI,bills
237.32,17,6,0,Tea Stall,food
270.16,6,0,1,Dunzo,food
1593.62,20,4,8,More Supermarket,other
513.31,15,0,0,Haldirams,food
1631.38,3,0,5,HDFC EMI,entertainment
2129.33,0,0,4,BSNL,bills
1105.28,4,3,7,PVR Cinemas,entertainment
166.72,21,2,0,Swiggy,food
163.66,13,1,3,Namma Metro,transport
4947.91,21,6,9,Flipkart,other
1519.47,0,2,7,Myntra,entertainment
39.32,12,3,2,BMTC,transport
3397.45,15,5,4,BSNL,bills
2840.14,21,5,5,LIC Premium,bills
260.89,23,6,2,Indian Railways,transport
1606.15,4,1,7,PVR Cinemas,entertainment
3484.99,1,5,4,Hotstar,bills
3739.41,13,3,5,Society Maintenance,bills
3852.08,7,4,5,Airtel,bills
139.74,3,6,2,Rapido,transport
3398.05,13,1,5,Electricity Bill,bills
1432.18,16,4,7,PVR Cinemas,entertainment
321.88,4,1,3,Air India,transport
255.4,6,1,0,Swiggy,food
1742.27,12,3,7,PVR Cinemas,transport
4902.61,7,2,8,Zepto,other
911.44,1,2,6,Decathlon,entertainment
757.25,22,3,0,KFC,food
107.24,0,0,2,Ola,transport
1544.05,19,0,5,LIC Premium,bills
790.8,9,0,7,Nykaa,entertainment
463.83,4,2,0,Tea Stall,food
3765.82,18,4,5,HDFC EMI,bills
1452.14,18,3,8,Zepto,other
522.17,19,0,0,McDonald's,food
713.03,6,1,0,Haldirams,food
1889.45,19,2,7,PVR Cinemas,entertainment
1168.8,23,1,4,Hotstar,bills
462.87,8,6,0,Blinkit,food
1893.46,20,5,8,More Supermarket,other
412.12,16,4,1,Zomato,food
572.53,4,2,0,KFC,food
645.79,22,1,0,Swiggy,food
1753.49,2,1,6,Decathlon,entertainment
1168.75,12,3,6,Ajio,entertainment
117.64,18,1,8,Apollo Pharmacy,other
4650.27,16,3,8,More Supermarket,other
1368.29,7,2,8,PhonePe,other
1274.09,17,1,4,BSNL,bills
1532.51,4,2,4,YouTube Premium,transport
792.15,6,4,1,Dominos,food
503.87,11,2,0,Tea Stall,bills
461.96,23,1,0,Haldirams,food
716.81,1,5,6,PlayStation Store,entertainment
597.86,8,1,1,Dominos,food
3354.78,18,0,4,Gas Bill,bills
1753.05,20,4,6,PlayStation Store,entertainment
1181.13,8,1,9,Paytm,other
3789.2,4,3,9,Reliance Fresh,other
196.95,15,0,2,Indian Railways,transport
1649.64,5,1,6,INOX,entertainment
983.99,9,0,9,D-Mart,other
4123.81,21,4,4,BSNL,bills
137.72,20,3,2,Indian Railways,food
595.07,0,4,0,McDonald's,food
132.53,0,6,0,Swiggy,food
112.7,4,5,0,Subway,food
621.06,23,6,8,Big Bazaar,food
1170.35,15,6,5,Airtel,bills
899.41,10,3,9,Reliance Fresh,other
352.18,20,4,2,IndiGo,transport
458.48,3,4,1,Zomato,food
145.6,13,3,7,Steam,entertainment
128.42,21,3,2,BMTC,transport
218.39,9,2,1,Zomato,food
320.37,2,0,1,Zomato,food
2699.36,19,1,8,SBI ATM,other
1287.04,9,2,6,PlayStation Store,entertainment
546.3,8,6,1,Dunzo,food
749.82,4,6,1,Pizza Hut,food
234.41,15,6,2,Indian Railways,transport
769.69,8,1,0,Blinkit,food
186.4,12,2,0,McDonald's,food
3528.11,13,4,5,LIC Premium,bills
4623.63,12,3,4,Netflix,bills
2513.75,17,6,8,PhonePe,other
363.16,16,4,3,Air India,transport
193.62,6,6,3,Auto Rickshaw,transport
768.21,3,0,1,Dunzo,food
4360.37,4,2,5,Spotify,bills
1946.46,13,1,6,Decathlon,entertainment
378.56,3,5,2,Ola,transport
354.14,13,2,2,Ola,transport
486.21,15,6,0,Tea Stall,food
819.74,4,0,8,Amazon,other
91.86,5,3,2,Indian Railways,other
245.69,23,2,2,BMTC,transport
644.86,4,0,6,BookMyShow,entertainment
427.47,0,3,0,McDonald's,food
1152.9,8,4,7,Nykaa,entertainment
2175.98,5,2,9,1mg,other
607.35,12,4,0,McDonald's,food
666.88,17,4,0,McDonald's,food
408.06,20,5,1,Dunzo,food
203.88,11,5,6,INOX,entertainment
298.36,11,4,7,PVR Cinemas,entertainment
2799.07,2,1,4,BSNL,bills
2803.29,20,0,9,1mg,bills
291.1,18,6,3,Air India,transport
1892.67,0,2,7,PVR Cinemas,bills
1134.64,12,5,4,Gas Bill,bills
3438.17,10,3,5,Amazon Prime,bills
3897.79,0,4,8,Big Bazaar,other
651.23,4,5,6,BookMyShow,entertainment
1780.36,21,5,7,Steam,food
496.84,16,4,2,Rapido,transport
3866.32,14,6,8,More Supermarket,other
319.27,13,0,3,Namma Metro,transport
1253.07,4,4,7,Crossword,entertainment
1556.0,9,4,6,INOX,food
285.29,9,1,1,Dunzo,food
315.03,2,1,1,Burger King,food
1959.12,14,5,7,Nykaa,entertainment
254.36,11,6,3,Air India,transport
3174.1,21,1,5,Spotify,bills
1908.89,11,0,7,Crossword,entertainment
1767.08,21,0,6,PlayStation Store,entertainment
3731.11,7,5,8,Amazon,other
1941.53,18,3,8,Practo,food
396.71,2,2,1,Pizza Hut,food
1810.24,14,0,6,Decathlon,entertainment
738.1,12,6,1,Zomato,food
222.5,10,4,7,Myntra,entertainment
317.22,14,0,7,Nykaa,entertainment
813.02,6,2,9,Paytm,other
1963.4,11,6,8,Big Bazaar,other
202.75,0,6,7,Steam,entertainment
258.82,2,2,6,INOX,entertainment
1097.08,21,2,6,Ajio,entertainment
449.58,13,2,3,Uber,transport
4721.26,15,3,5,HDFC EMI,bills
4831.39,13,2,8,Apollo Pharmacy,other
2848.45,19,1,8,Amazon,other
512.38,10,5,1,BigBasket,food
907.08,10,0,4,YouTube Premium,entertainment
1977.65,4,5,6,BookMyShow,entertainment
285.15,6,5,7,Crossword,entertainment
391.7,19,3,2,IndiGo,transport
486.44,18,0,3,Auto Rickshaw,transport
1648.64,9,4,4,Jio,bills
799.29,13,3,0,Tea Stall,food
2243.5,10,0,4,Gas Bill,bills
104.91,19,1,3,Namma Metro,transport
4240.95,22,5,8,Practo,other
1882.01,3,0,7,Crossword,entertainment
749.37,3,3,1,BigBasket,food
3204.27,16,4,9,Flipkart,other
365.48,7,6,1,Pizza Hut,food
471.56,15,0,7,PVR Cinemas,entertainment
2426.41,20,5,4,YouTube Premium,bills
1064.37,8,5,7,Steam,bills
4016.46,13,5,4,YouTube Premium,bills
27.45,4,6,2,Ola,entertainment
4135.99,19,2,4,Gas Bill,bills
4965.57,7,4,5,Society Maintenance,bills
1674.24,18,3,6,Ajio,entertainment
489.13,5,3,2,Indian Railways,transport
1307.88,22,6,4,ICICI EMI,bills
296.93,12,6,2,Ola Electric,transport
4753.71,6,0,4,BSNL,bills
627.52,4,0,0,Tea Stall,food
4864.76,18,3,8,More Supermarket,other
787.56,20,5,0,McDonald's,food
4509.86,9,1,4,Netflix,bills
3922.14,12,6,9,D-Mart,other
597.31,4,5,4,Water Bill,bills
700.2,3,3,1,BigBasket,food
1484.07,5,0,8,Apollo Pharmacy,other
734.54,6,3,1,Burger King,food
360.31,15,5,0,Swiggy,food
331.44,10,5,0,Blinkit,food
667.63,5,5,6,INOX,entertainment
254.11,10,2,9,Reliance Fresh,other
1138.32,5,4,7,Crossword,entertainment
3108.94,17,0,5,Electricity Bill,bills
1159.9,11,0,8,Apollo Pharmacy,other
60.05,22,1,3,Auto Rickshaw,transport
4775.45,11,5,5,Electricity Bill,bills
3751.45,15,3,9,Paytm,other
1045.97,5,1,8,More Supermarket,other
3001.1,18,2,5,Airtel,bills
228.07,14,3,3,RedBus,transport
1661.87,3,4,9,Reliance Fresh,other
770.54,20,6,7,Crossword,entertainment
75.32,16,2,0,Haldirams,food
4150.76,20,4,9,Google Pay,other
1062.72,10,3,5,Airtel,bills
123.29,11,2,3,Uber,transport
24.62,22,0,3,Uber,transport
4016.94,7,4,5,Society Maintenance,bills
209.13,6,0,1,BigBasket,food
4736.73,21,0,9,Google Pay,other
3442.45,13,2,8,SBI ATM,other
4052.88,15,0,4,Jio,bills
2372.82,19,2,5,Airtel,bills
204.22,0,5,9,Google Pay,other
2362.68,4,6,8,More Supermarket,other
174.33,20,0,6,Decathlon,other
651.88,23,2,1,Pizza Hut,food
2121.05,17,6,5,HDFC EMI,bills
2087.37,22,3,4,Jio,bills
1701.84,19,0,7,PVR Cinemas,entertainment
57.8,3,2,1,Pizza Hut,food
463.2,11,6,7,PVR Cinemas,entertainment
3472.38,1,2,8,More Supermarket,other
106.28,10,5,0,KFC,food
1422.57,5,1,8,SBI ATM,other
1664.73,4,6,8,Apollo Pharmacy,other
2125.14,14,5,8,More Supermarket,other
483.41,21,3,1,Dominos,food
2516.47,2,2,5,Amazon Prime,bills
2880.43,7,5,5,HDFC EMI,bills
486.45,1,1,3,Uber,transport
663.88,6,3,1,Dunzo,food
492.89,16,4,1,Pizza Hut,food
3600.57,20,1,4,Water Bill,bills
1172.05,11,3,8,Apollo Pharmacy,other
485.74,12,1,6,Decathlon,entertainment
564.7,18,5,0,McDonald's,food
130.38,3,1,0,Haldirams,food
250.07,15,5,0,McDonald's,food
679.8,17,0,8,Practo,other
2104.65,13,4,4,BSNL,bills
668.6,20,3,5,HDFC EMI,bills
865.11,19,2,7,Steam,entertainment
2224.47,21,0,8,PhonePe,other
75.29,1,4,3,Auto Rickshaw,transport
684.05,7,4,4,Gas Bill,bills
517.79,22,2,7,PVR Cinemas,entertainment
760.5,9,5,7,Steam,entertainment
561.79,16,5,8,Amazon,other
4277.56,22,1,8,Practo,other
99.99,10,3,3,Uber,transport
247.81,10,0,2,Ola Electric,transport
101.95,0,4,3,Uber,transport
203.83,7,3,5,Society Maintenance,bills
560.03,9,6,1,BigBasket,food
382.4,3,0,2,Rapido,transport
2372.01,23,2,5,HDFC EMI,bills
1342.33,14,0,9,Paytm,other
4478.48,21,6,5,HDFC EMI,bills
3460.34,23,5,8,Practo,other
692.2,21,1,0,Blinkit,food
2971.98,22,3,5,Electricity Bill,bills
1129.64,12,5,5,Airtel,bills
520.17,17,3,0,Haldirams,food
3427.43,10,3,8,More Supermarket,other
1615.68,1,4,8,Practo,other
3100.6,13,6,9,Reliance Fresh,other
647.98,0,3,7,Myntra,entertainment
271.13,9,4,2,Rapido,transport
2485.44,2,6,8,Practo,other
1557.77,18,0,5,Electricity Bill,food
372.74,21,6,0,Swiggy,food
709.04,16,5,1,Burger King,transport
3594.67,4,5,9,Flipkart,other
159.58,1,3,3,Uber,transport
3257.45,13,3,4,Netflix,bills
276.52,9,1,0,Haldirams,food
1680.15,18,1,8,More Supermarket,other
286.06,9,2,2,Indian Railways,transport
521.24,17,1,0,Haldirams,food
282.48,16,3,6,Ajio,entertainment
3620.19,14,2,4,Netflix,bills
976.44,17,0,6,Ajio,entertainment
1823.01,7,4,7,Crossword,transport
2762.02,18,2,9,Google Pay,other
144.45,21,0,0,Blinkit,food
974.42,1,0,6,Decathlon,entertainment
130.29,19,0,0,Tea Stall,food
1789.61,1,0,5,Amazon Prime,bills
3613.06,22,1,9,D-Mart,other
4839.66,4,1,9,D-Mart,other
365.19,0,6,2,BMTC,transport
317.95,0,1,7,Steam,entertainment
574.63,6,0,8,PhonePe,other
842.36,3,2,7,Nykaa,other
1658.51,17,2,6,INOX,entertainment
3324.98,3,3,9,Reliance Fresh,other
88.01,23,5,2,Rapido,transport
116.17,15,2,2,IndiGo,transport
2565.72,21,2,5,Society Maintenance,bills
981.53,13,1,7,PVR Cinemas,entertainment
473.16,0,4,1,Zomato,food
403.68,11,1,5,LIC Premium,other
626.12,5,2,7,Nykaa,entertainment
1132.82,22,4,8,PhonePe,other
1346.25,11,5,6,INOX,entertainment
4307.45,4,2,9,D-Mart,other
4597.48,20,3,5,Airtel,bills
1352.05,18,5,7,Crossword,entertainment
1370.21,22,2,8,PhonePe,other
2964.02,12,0,9,HDFC Bank ATM,other
122.41,3,3,1,Dominos,transport
1964.52,23,6,7,Steam,entertainment
369.52,12,6,2,Rapido,transport
1262.62,3,0,6,BookMyShow,entertainment
504.9,0,1,1,Burger King,food
2012.0,20,4,5,LIC Premium,bills
2506.4,21,2,8,Practo,other
228.35,16,6,2,Rapido,transport
480.72,3,1,2,Ola Electric,food
53.93,13,4,0,Haldirams,food
1007.99,23,5,9,HDFC Bank ATM,other
1116.63,15,4,9,Reliance Fresh,other
2881.31,4,6,4,YouTube Premium,bills
332.09,2,4,0,Tea Stall,food
273.67,3,3,0,Swiggy Instamart,food
30.82,9,6,3,Namma Metro,other
525.24,5,2,5,HDFC EMI,bills
689.9,19,4,1,Dominos,food
2820.07,3,4,4,Jio,bills
1341.14,1,2,6,PlayStation Store,entertainment
1787.25,1,1,7,Myntra,entertainment
463.6,21,0,3,Namma Metro,transport
454.08,22,6,3,Air India,transport
762.43,19,5,1,Zomato,food
2801.98,4,2,8,More Supermarket,other
430.7,20,2,1,Dunzo,food
140.74,1,0,7,Steam,entertainment
347.33,23,0,2,Indian Railways,transport
3851.84,22,1,8,SBI ATM,other
361.76,14,0,6,Decathlon,entertainment
1823.77,10,3,9,HDFC Bank ATM,other
491.46,7,3,1,Zomato,food
173.0,23,1,8,Big Bazaar,other
185.45,1,2,1,Dunzo,transport
1371.62,9,1,4,YouTube Premium,bills
699.64,2,0,8,Zepto,other
2575.16,23,6,5,Electricity Bill,bills
1256.6,22,2,5,Spotify,bills
4370.93,7,4,4,Water Bill,bills
2616.04,1,2,4,Gas Bill,bills
1023.79,2,1,7,Crossword,entertainment
130.66,23,4,2,IndiGo,transport
37.22,7,5,2,Rapido,transport
